account_value,date,daily_return
118724.86333801271,2023-05-19,
118114.48214625551,2023-05-22,-0.005141140403079891
116317.49934803773,2023-05-23,-0.01521390743594564
116507.1514476471,2023-05-24,0.0016304691957131912
117254.48662538148,2023-05-25,0.0064145004701294805
118903.0056150055,2023-05-26,0.014059325464371275
120169.61144996644,2023-05-30,0.010652429082087744
120135.74426246644,2023-05-31,-0.0002818282183936205
122059.34655738831,2023-06-01,0.016011906420784205
122561.03591386415,2023-06-02,0.004110208440612606
121620.58821971132,2023-06-05,-0.007673300793686
121370.35616404726,2023-06-06,-0.002057481050922183
120430.25571543886,2023-06-07,-0.007745717144784003
122290.17032725527,2023-06-08,0.01544391482661256
122553.92311961367,2023-06-09,0.0021567783547327135
124275.98792857362,2023-06-12,0.014051486603812835
124006.7372649994,2023-06-13,-0.0021665541997458737
124390.73894499209,2023-06-14,0.0030966194939237024
125773.30186283877,2023-06-15,0.011114677262734851
125059.70217716982,2023-06-16,-0.005673697637732067
125115.86658795168,2023-06-20,0.00044910078789639485
124406.78882916262,2023-06-21,-0.005667368800827521
126138.66675732424,2023-06-22,0.013921088587375063
125967.67489636232,2023-06-23,-0.0013555863983475414
125137.31735852052,2023-06-26,-0.0065918303130145794
126966.70743161014,2023-06-27,0.014619060978016574
127616.51196652224,2023-06-28,0.0051179127824678705
127822.51724148562,2023-06-29,0.001614252511598302
130769.49915750124,2023-06-30,0.023055264280612553
129883.84056375125,2023-07-03,-0.0067726694638731155
129103.77829873661,2023-07-05,-0.006005845389455922
129360.1170438538,2023-07-06,0.001985524734404276
128782.81453738405,2023-07-07,-0.004462754979373096
127612.28262457278,2023-07-10,-0.009089193437929466
127330.89995581057,2023-07-11,-0.0022049810799953384
128350.79264532473,2023-07-12,0.008009781520967207
128728.40474096683,2023-07-13,0.0029420316607280395
128801.62358251956,2023-07-14,0.0005687854339535559
131018.63533052066,2023-07-17,0.01721260715770967
130849.61790345768,2023-07-18,-0.0012900258549983779
131482.6113910065,2023-07-19,0.004837564661563265
130369.97283845523,2023-07-20,-0.008462248663760441
129569.60119233708,2023-07-21,-0.006139233051079218
130001.49715791325,2023-07-24,0.003333312456021531
130553.36226106266,2023-07-25,0.004245067289333271
131129.9435115662,2023-07-26,0.004416441220032041
130264.58103851322,2023-07-27,-0.006599274352441564
132021.99949554447,2023-07-28,0.01349114581277977
132439.46580413822,2023-07-31,0.0031620965459460137
131873.8563070679,2023-08-01,-0.004270702042144858
129833.6331015015,2023-08-02,-0.015471021040104782
128969.10915344242,2023-08-03,-0.006658705663602715
122765.18601568608,2023-08-04,-0.04810394658441153
122642.46341297917,2023-08-07,-0.0009996531320469737
122719.27614491276,2023-08-08,0.0006263143269955584
122380.63322651676,2023-08-09,-0.0027594924695947265
122297.14487660221,2023-08-10,-0.0006822023036930913
122291.62398982243,2023-08-11,-4.5143218881715796e-05
122775.26066889957,2023-08-14,0.003954781720106881
121953.4337066193,2023-08-15,-0.006693750498291129
